,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
5319,13000000.0,"['Action', 'Drama']",447665.0,tt5208950,en,Kickboxer: Retaliation,12.209,[],['US'],2018-01-26,4537.0,110.0,"['cs', 'en']",Released,Kickboxer: Retaliation,5.0,109.0
5320,35000000.0,"['Comedy', 'Drama']",13490.0,tt0494652,en,Welcome Home Roscoe Jenkins,8.169,"['Spyglass Entertainment', 'Universal Pictures']",['US'],2008-02-08,43650785.0,114.0,['en'],Released,Welcome Home Roscoe Jenkins,5.6,128.0
5321,6000000.0,['Drama'],332979.0,tt1620935,en,Bleed for This,11.091,"['Sikelia Productions', 'Younger Than You', 'Verdi Productions', 'Bruce Cohen Productions', 'Universal Pictures']",['US'],2016-11-04,6174491.0,116.0,"['en', 'fr']",Released,Bleed for This,6.8,464.0
5323,0.0,"['Comedy', 'Family']",13493.0,tt0997047,en,College Road Trip,8.763,['Walt Disney Pictures'],['US'],2008-03-07,68397662.0,83.0,"['en', 'es']",Released,College Road Trip,5.3,200.0
5324,25000000.0,"['Fantasy', 'Horror', 'Thriller']",46261.0,tt1270761,en,Don't Be Afraid of the Dark,12.159,"['Miramax', 'FilmDistrict', 'Necropia', 'Gran Via Productions', 'Tequila Gang']","['US', 'AU', 'MX']",2010-11-06,36993168.0,99.0,['en'],Released,Don't Be Afraid of the Dark,5.5,629.0
5325,40000000.0,"['Drama', 'History', 'War']",324786.0,tt2119532,en,Hacksaw Ridge,18.636,"['Permut Presentations', 'Pandemonium', 'Demarest Films', 'Cross Creek Pictures', 'Vendian Entertainment', 'Summit Entertainment', 'IM Global', 'Screen Australia', 'Screen NSW']","['AU', 'US']",2016-10-07,175302354.0,139.0,"['ja', 'en']",Released,Hacksaw Ridge,8.1,7495.0
5326,35000000.0,"['Action', 'Western']",13496.0,tt0244000,en,American Outlaws,10.163,['Morgan Creek Productions'],['US'],2001-08-17,13678913.0,94.0,['en'],Released,American Outlaws,6.0,119.0
5327,32000000.0,"['Comedy', 'Drama', 'Romance']",38073.0,tt1322312,en,Going the Distance,10.332,"['New Line Cinema', 'Offspring Entertainment']",['US'],2010-08-27,42045846.0,102.0,['en'],Released,Going the Distance,6.0,452.0
5329,45000000.0,"['Comedy', 'Family', 'Romance']",13499.0,tt0443295,en,"Yours, Mine & Ours",11.845,"['Nickelodeon Movies', 'O.N.C. Entertainment', 'Robert Simonds Productions', 'Time Productions', 'Columbia Pictures', 'Sony Pictures', 'Paramount', 'Metro-Goldwyn-Mayer']",['US'],2005-11-23,72028752.0,90.0,['en'],Released,"Yours, Mine & Ours",5.9,487.0
5332,15000000.0,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']",13501.0,tt0484111,en,The Good Night,6.506,"['Destination Films', 'Tempesta Films', 'Good Night Productions']","['DE', 'GB', 'US']",2007-01-25,20380.0,93.0,"['en', 'it']",Released,The Good Night,5.7,65.0
5334,0.0,['Horror'],193726.0,tt2926810,en,ABCs of Death 2,6.985,"['Drafthouse Films', 'Magnet Releasing', 'Timpson Films']","['US', 'NZ', 'CA', 'IL', 'JP']",2014-10-02,7171.0,125.0,"['ar', 'en', 'fr', 'de', 'he', 'ja', 'pt', 'es']",Released,ABCs of Death 2,5.3,162.0
5337,6000000.0,['Horror'],103620.0,tt2103217,en,Maniac,11.501,"['La Petite Reine', 'Ciné+', 'Studio 37', 'Canal+']","['FR', 'US']",2012-12-26,31081.0,89.0,['en'],Released,Maniac,6.0,526.0
5338,1000000.0,['Documentary'],13508.0,tt0489037,en,Who Killed the Electric Car?,8.993,"['Plinyminor', 'Electric Entertainment', 'Papercut Films']",['US'],2006-08-04,1678874.0,92.0,"['en', 'fr', 'hu']",Released,Who Killed the Electric Car?,7.5,102.0
5342,0.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",324807.0,tt2056771,en,A Bigger Splash,10.681,"['Sensi Contemporanei Cinema e Audiovisivo', 'StudioCanal', 'Frenesy Film Company', 'COTA Films', 'Regione Siciliana', 'Sicilia Film Commission', 'Ministero per i Beni e le Attività Culturali']","['FR', 'IT']",2015-11-26,7545758.0,125.0,"['en', 'it']",Released,A Bigger Splash,6.2,434.0
5343,0.0,"['Thriller', 'Action']",292040.0,tt3321300,en,Spooks: The Greater Good,9.69,"['Creative England', 'BBC Films', 'Isle of Man Film', 'Shine Pictures', 'Pinewood Pictures', 'Kudos']",['GB'],2015-04-11,1473809.0,104.0,['en'],Released,Spooks: The Greater Good,5.9,353.0
5344,35000000.0,"['Horror', 'Mystery', 'Thriller', 'Drama']",13515.0,tt0790686,en,Mirrors,11.27,"['Regency Enterprises', 'New Regency Pictures', 'Luna Pictures', 'ASAF', 'Castel Film']","['RO', 'US']",2008-08-15,72436439.0,110.0,['en'],Released,Mirrors,6.1,1024.0
5346,0.0,"['Comedy', 'Drama', 'Romance']",38093.0,tt1407061,en,Just Wright,7.914,"['Dune Entertainment', 'Flavor Unit Entertainment', 'Fox Searchlight Pictures']",['US'],2010-05-14,21520719.0,100.0,['en'],Released,Just Wright,6.3,243.0
5347,61000000.0,"['Action', 'Comedy', 'Crime']",136400.0,tt1272878,en,2 Guns,14.225,"['Universal Pictures', 'Marc Platt Productions', 'Emmett/Furla Films', 'Envision Entertainment']",['US'],2013-08-02,131940411.0,109.0,"['es', 'en']",Released,2 Guns,6.5,2596.0
5348,19000000.0,"['Comedy', 'Adventure', 'Romance']",13523.0,tt1135985,en,Sex Drive,11.441,"['Goldcrest Pictures', 'Summit Entertainment', 'Alloy Entertainment']",['US'],2008-10-16,18755936.0,109.0,['en'],Released,Sex Drive,6.1,656.0
5349,16000000.0,"['Drama', 'Mystery', 'Thriller']",13526.0,tt0210382,en,The Weight of Water,7.497000000000001,"['Palomar Pictures', 'Miracle Pictures', 'StudioCanal', 'Manifest Film Company']","['FR', 'US']",2000-09-25,109130.0,113.0,['en'],Released,The Weight of Water,6.0,86.0
5351,0.0,"['History', 'Documentary']",267480.0,tt3521134,en,The Look of Silence,10.893,"['Making Movies', 'Final Cut for Real', 'Piraya Film A/S', 'Spring Films', 'Anonymous']","['DK', 'FI', 'FR', 'DE', 'ID', 'IL', 'NL', 'NO', 'GB', 'US']",2014-08-30,332710.0,103.0,['id'],Released,The Look of Silence,8.1,157.0
5353,0.0,"['Drama', 'Science Fiction', 'Animation']",152795.0,tt1821641,en,The Congress,4.979,"['Entre Chien et Loup', 'Opus Film', 'Bridgit Folman Film Gang', 'Paul Thiltges Distributions', 'Liverpool', 'Pandora Film']","['IL', 'BE', 'FR', 'DE', 'LU', 'PL']",2013-07-03,455815.0,122.0,['en'],Released,The Congress,6.5,298.0
5354,25.0,"['Action', 'Comedy', 'Music']",21724.0,tt1153706,en,Dance Flick,9.278,"['Paramount', 'MTV Films', 'Wayans Bros. Entertainment']",['US'],2009-05-22,32.0,83.0,['en'],Released,Dance Flick,4.7,144.0
5357,40000000.0,"['Crime', 'Drama', 'Mystery']",13536.0,tt0269095,en,City By The Sea,8.652999999999999,"['Warner Bros. Pictures', 'Epsilon Motion Pictures', 'Franchise Pictures', 'Brad Grey Pictures', 'Sea Breeze Productions Inc.']",['US'],2002-09-06,22433915.0,108.0,['en'],Released,City By The Sea,5.8,183.0
5359,17000000.0,"['Drama', 'Fantasy', 'Romance']",38117.0,tt1152398,en,Beastly,11.508,"['Storefront Films', 'CBS Films', ""Mel's Cite du Cinema""]",['US'],2011-01-21,43165571.0,86.0,"['en', 'es']",Released,Beastly,6.2,1954.0
5360,3500000.0,"['Drama', 'Comedy']",308453.0,tt3859304,en,The Bronze,8.192,['Duplass Brothers Productions'],['US'],2016-01-22,615816.0,108.0,['en'],Released,The Bronze,5.9,204.0
5362,15000000.0,"['Thriller', 'Science Fiction', 'Action']",406761.0,tt5834262,en,Hotel Artemis,12.444,"['The Ink Factory', 'Marc Platt Productions', 'Point of No Return']","['GB', 'US']",2018-06-07,12371132.0,94.0,"['es', 'fr', 'en']",Released,Hotel Artemis,5.9,726.0
5365,80000000.0,"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']",324849.0,tt4116284,en,The Lego Batman Movie,11.492,"['Lin Pictures', 'Warner Bros. Animation', 'Animal Logic', 'DC Entertainment', 'Lord Miller', 'Warner Bros. Pictures', 'LEGO']","['DK', 'US']",2017-02-08,311950384.0,104.0,['en'],Released,The Lego Batman Movie,7.2,3217.0
5366,80000000.0,"['Action', 'Animation', 'Comedy', 'Family', 'Adventure']",324852.0,tt3469046,en,Despicable Me 3,15.140999999999998,"['Universal Pictures', 'Illumination Entertainment']",['US'],2017-06-15,1031552585.0,96.0,['en'],Released,Despicable Me 3,6.3,4566.0
5369,20000000.0,"['Adventure', 'Comedy', 'Drama', 'Romance']",21755.0,tt0844286,en,The Brothers Bloom,10.4,"['The Weinstein Company', 'Summit Entertainment', 'Endgame Entertainment']",['US'],2008-09-09,5530764.0,114.0,"['en', 'fr', 'cs', 'ja']",Released,The Brothers Bloom,6.7,354.0
5371,100000000.0,"['Action', 'Comedy', 'Drama']",5375.0,tt0486583,en,Fred Claus,14.108,"['Jessie Nelson Productions', 'Silver Pictures', 'David Dobkin Productions', 'Warner Bros. Pictures']",['US'],2007-11-03,97838349.0,116.0,['en'],Released,Fred Claus,5.6,491.0
5373,29900000.0,"['Comedy', 'Family']",554241.0,tt9134216,en,Playing with Fire,22.182,"['Broken Road Productions', 'Nickelodeon Movies', 'Paramount Players', 'Walden Media']",['US'],2019-11-08,44400000.0,96.0,['en'],Released,Playing with Fire,6.4,139.0
5376,0.0,"['Crime', 'Drama']",13573.0,tt0301976,en,The United States of Leland,9.834,['MDP Filmproduktion'],['US'],2003-01-18,343816.0,108.0,['en'],Released,The United States of Leland,6.7,166.0
5381,47000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",5393.0,tt0308353,en,Happily N'Ever After,10.018,"['Nitrogen Studios Canada', 'Vanguard Films', 'Odyssey', 'Lionsgate']","['DE', 'US']",2006-09-14,38085778.0,87.0,['en'],Released,Happily N'Ever After,4.8,268.0
5382,50000000.0,['Drama'],480530.0,tt6343314,en,Creed II,19.589,"['Metro-Goldwyn-Mayer', 'Warner Bros. Pictures', 'New Line Cinema', 'Winkler Films']",['US'],2018-11-21,137944327.0,130.0,"['en', 'ru']",Released,Creed II,6.8,2836.0
5384,60000000.0,['Drama'],38167.0,tt0879870,en,Eat Pray Love,11.979,"['Red Om Films', 'Columbia Pictures', 'Plan B Entertainment']",['US'],2010-08-12,204594016.0,133.0,"['pt', 'en', 'it']",Released,Eat Pray Love,6.1,1426.0
5387,0.0,"['Action', 'Crime', 'Thriller']",29979.0,tt0339147,en,Highwaymen,7.893,"['New Line Cinema', 'Cornice Entertainment', 'Millennium Films']","['CA', 'US']",2004-02-13,371396.0,80.0,['en'],Released,Highwaymen,5.7,97.0
5394,85000000.0,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",62764.0,tt1667353,en,Mirror Mirror,18.307,"['Misher Films', 'Relativity Media', 'Yucaipa Films', 'Goldmann Pictures', 'Rat Entertainment', 'Misha Films']",['US'],2012-03-15,183018522.0,106.0,['en'],Released,Mirror Mirror,5.9,2353.0
5395,10000000.0,['Drama'],103731.0,tt1935179,en,Mud,11.593,"['Everest Entertainment', 'FilmNation Entertainment']",['US'],2013-05-01,21587700.0,130.0,['en'],Released,Mud,7.0,1735.0
5397,10000000.0,"['Action', 'Horror', 'Thriller']",316727.0,tt4094724,en,The Purge: Election Year,17.151,"['Why Not Productions', 'Universal Pictures', 'Blumhouse Productions', 'Platinum Dunes']","['FR', 'US']",2016-06-29,118587880.0,105.0,['en'],Released,The Purge: Election Year,6.3,3266.0
5399,0.0,"['Drama', 'Crime', 'Thriller']",480572.0,tt6204340,en,Bullet Head,9.499,"['Millennium Films', 'Principato-Young Entertainment', 'Nu Boyana Film Studios']","['US', 'BG']",2017-12-07,87465.0,93.0,['en'],Released,Bullet Head,4.9,317.0
5400,0.0,['Documentary'],13636.0,tt1151309,en,Bigger Stronger Faster*,6.478,['BSF Film'],['US'],2008-05-30,307811.0,105.0,['en'],Released,Bigger Stronger Faster*,6.9,70.0
5411,0.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",5471.0,tt0402057,en,Beowulf & Grendel,8.74,"['The Film Works', 'Icelandic Film Corporation', 'Union Station Media', 'Movision', 'Endgame Entertainment', 'Téléfilm Canada', 'Spice Factory']","['AU', 'CA', 'IS', 'GB', 'US']",2005-09-14,92076.0,103.0,"['en', 'is', 'la']",Released,Beowulf & Grendel,6.0,116.0
5413,25000000.0,"['Comedy', 'Drama', 'Romance']",13668.0,tt0395495,en,Catch and Release,8.912,"['Relativity Media', 'Columbia Pictures']",['US'],2006-10-20,16159325.0,111.0,['en'],Released,Catch and Release,5.9,320.0
5414,17000000.0,['Comedy'],193893.0,tt1924435,en,Let's Be Cops,16.423,"['WideAwake', 'Genre Films', '20th Century Fox']",['US'],2014-08-13,136621271.0,104.0,['en'],Released,Let's Be Cops,6.3,1839.0
5418,22000000.0,"['Comedy', 'Family']",13680.0,tt0492956,en,The Game Plan,10.929,"['Monkey Dance Productions', 'Walt Disney Pictures', 'Mayhem Pictures']",['US'],2007-09-28,147880543.0,110.0,['en'],Released,The Game Plan,6.3,1144.0
5419,6000000.0,"['Action', 'Science Fiction', 'Adventure']",456048.0,tt6143568,en,The Humanity Bureau,8.558,"['Minds Eye Entertainment', 'VMI Worldwide', 'Bridgegate Pictures']",['US'],2017-07-11,17544173.0,94.0,['en'],Released,The Humanity Bureau,4.9,140.0
5421,44000000.0,"['Action', 'Science Fiction', 'War']",5491.0,tt0185183,en,Battlefield Earth,10.548,"['Morgan Creek Productions', 'Franchise Pictures', 'JTP Films', 'Battlefield Productions', 'Warner Bros. Pictures']",['US'],2000-05-10,21400000.0,118.0,"['en', 'fr']",Released,Battlefield Earth,3.0,445.0
5422,3500000.0,"['Action', 'Animation', 'Crime', 'Drama']",382322.0,tt4853102,en,Batman: The Killing Joke,13.503,"['Warner Bros. Animation', 'DC Comics', 'DC Entertainment']",['US'],2016-07-21,3775000.0,72.0,['en'],Released,Batman: The Killing Joke,6.4,1009.0
5423,37000000.0,"['Drama', 'Family']",62837.0,tt1564349,en,Dolphin Tale,10.963,"['Arc Productions', 'Alcon Entertainment']",['US'],2011-09-23,95404397.0,113.0,['en'],Released,Dolphin Tale,6.9,385.0
5424,30000000.0,"['Romance', 'Adventure', 'Science Fiction', 'Drama']",365942.0,tt3922818,en,The Space Between Us,11.763,"['Los Angeles Media Fund (LAMF)', 'Southpaw Entertainment', 'STX Entertainment']",['US'],2017-01-26,14793385.0,121.0,['en'],Released,The Space Between Us,7.1,1624.0
5429,0.0,['Drama'],95608.0,tt0460890,en,The Only Living Boy in New York,8.744,['Bona Fide Productions'],['US'],2017-07-27,2550321.0,88.0,['en'],Released,The Only Living Boy in New York,6.3,148.0
5430,25000000.0,"['Drama', 'Mystery', 'Romance']",30072.0,tt0256276,en,Possession,7.164,"['Focus Features', 'Warner Bros. Pictures', 'Baltimore Spring Creek Productions']","['GB', 'US']",2002-10-02,10113733.0,102.0,['en'],Released,Possession,6.2,103.0
5431,38000000.0,"['Science Fiction', 'Action', 'Thriller']",87421.0,tt1411250,en,Riddick,17.987000000000005,"['One Race', 'Riddick Canada Productions', 'Radar Pictures', 'Universal Pictures']",['US'],2013-09-02,98337295.0,119.0,['en'],Released,Riddick,6.2,2712.0
5433,0.0,['Drama'],472451.0,tt7008872,en,Boy Erased,12.555,"['Anonymous Content', 'Blue-Tongue Films', 'Perfect World Pictures', 'Focus Features']","['AU', 'US']",2018-09-24,7928149.0,114.0,['en'],Released,Boy Erased,7.1,689.0
5435,15000000.0,['Comedy'],13702.0,tt0365125,en,A Dirty Shame,6.9460000000000015,"['Fine Line Features', 'This Is That Productions', 'Killer Films', 'John Wells Productions', 'City Lights Pictures']",['US'],2004-09-12,1914166.0,89.0,['en'],Released,A Dirty Shame,5.1,119.0
5440,200000000.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",284054.0,tt1825683,en,Black Panther,34.269,"['Marvel Studios', 'Walt Disney Pictures']",['US'],2018-02-13,1346739107.0,134.0,"['en', 'ko', 'sw', 'xh']",Released,Black Panther,7.4,14337.0
5442,0.0,"['Drama', 'Comedy']",456086.0,tt6859352,en,Support the Girls,6.1960000000000015,"['Burn Later Productions', 'Houston King Productions', 'Slater Films']",['US'],2018-08-24,129124.0,91.0,['en'],Released,Support the Girls,6.3,75.0
5444,447524.0,"['Drama', 'Comedy']",308638.0,tt2690138,en,The D Train,8.477,"['Rip Cord Productions', 'Ealing Studios', 'Electric Dynamite', 'Londinium Films']","['GB', 'US']",2015-05-08,771317.0,101.0,['en'],Released,The D Train,4.6,140.0
5445,20000000.0,"['Comedy', 'Romance']",38303.0,tt1414382,en,You Again,12.363,"['Oops Doughnuts Productions', 'Touchstone Pictures', 'Frontier Pictures']",['US'],2010-09-24,32005248.0,105.0,['en'],Released,You Again,6.2,827.0
5446,165000000.0,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",177572.0,tt2245084,en,Big Hero 6,33.299,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",['US'],2014-10-24,657818612.0,102.0,['en'],Released,Big Hero 6,7.8,11159.0
5447,80000000.0,"['Comedy', 'Romance', 'Family']",38317.0,tt1222817,en,Zookeeper,8.988999999999997,"['Happy Madison Productions', 'Broken Road Productions', 'Zookeeper Productions', 'Hey Eddie']",['US'],2011-07-06,169852759.0,102.0,['en'],Released,Zookeeper,5.4,1017.0
5448,49900000.0,"['Comedy', 'Adventure', 'Fantasy']",38319.0,tt1240982,en,Your Highness,8.457,"['Universal Pictures', 'Stuber Productions']",['US'],2011-04-08,26121638.0,102.0,['en'],Released,Your Highness,5.3,807.0
5449,7000000.0,"['Comedy', 'Drama']",30128.0,tt1220628,en,I Hope They Serve Beer in Hell,5.575,"['Darko Entertainment', 'Rudius Films']",['US'],2009-09-25,1429299.0,106.0,['en'],Released,I Hope They Serve Beer in Hell,5.0,47.0
5450,60000000.0,"['Horror', 'Action', 'Thriller']",38321.0,tt0822847,en,Priest,13.43,"['Michael De Luca Productions', 'Stars Road Entertainment', 'TOKYOPOP', 'Buckaroo Entertainment']",['US'],2011-05-05,78309131.0,87.0,"['en', 'pt', 'es']",Released,Priest,5.6,1319.0
5451,32000000.0,"['Crime', 'Comedy', 'Action']",38322.0,tt1464174,en,"Big Mommas: Like Father, Like Son",13.380999999999998,"['Regency Enterprises', 'New Regency Pictures', 'Friendly Films (II)', 'Runteldat Entertainment', 'The Collective Studios', 'Friendly Films Productions', '20th Century Fox']",['US'],2011-02-16,83615414.0,107.0,['en'],Released,"Big Mommas: Like Father, Like Son",5.5,715.0
5453,150000000.0,"['Family', 'Animation', 'Adventure', 'Comedy']",5559.0,tt0389790,en,Bee Movie,12.597,"['Columbus 81 Productions', 'DreamWorks Animation', 'Paramount']",['US'],2007-10-28,287594577.0,91.0,['en'],Released,Bee Movie,5.9,2926.0
5454,7400000.0,"['Horror', 'Thriller']",292280.0,tt4030600,en,The Bye Bye Man,11.538,"['Los Angeles Media Fund (LAMF)', 'Intrepid Pictures', 'STX Entertainment']",['US'],2017-01-12,26667197.0,96.0,['en'],Released,The Bye Bye Man,5.1,802.0
5457,0.0,"['Drama', 'Music', 'Romance']",382399.0,tt3451230,en,High Strung,14.41,"['Sforzando Productions', 'Castel Film', 'Riviera Films']","['RO', 'US']",2016-04-08,53447.0,96.0,['en'],Released,High Strung,7.1,724.0
5458,42000000.0,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",46528.0,tt1032751,en,黄沙武士,10.396,['SCS Entertainment'],"['NZ', 'KR']",2010-12-02,11087569.0,100.0,['en'],Released,The Warrior's Way,6.2,233.0
5459,50000000.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",46529.0,tt1464540,en,I Am Number Four,11.473,"['Touchstone Pictures', 'Reliance Big Entertainment', 'Bay Films', 'DreamWorks Pictures']",['US'],2011-02-18,144492830.0,109.0,"['fr', 'en']",Released,I Am Number Four,6.1,3116.0
5461,0.0,"['Drama', 'Comedy']",529862.0,tt7671064,en,Brittany Runs a Marathon,9.99,['Material Pictures'],['US'],2019-08-23,7439448.0,103.0,['en'],Released,Brittany Runs a Marathon,6.7,167.0
5462,12000000.0,"['Comedy', 'Family', 'Adventure']",13767.0,tt0452681,en,The Santa Clause 3: The Escape Clause,11.866,"['Santa Frost Productions', 'Walt Disney Pictures', 'Boxing Cat Films', 'Outlaw Productions (I)']",['US'],2006-11-01,84500122.0,98.0,['en'],Released,The Santa Clause 3: The Escape Clause,5.3,589.0
5463,0.0,"['Drama', 'Thriller']",87496.0,tt1381404,en,The Company You Keep,12.958,"['TCYK North Productions', 'Wildwood Enterprises', 'Brightlight Pictures', 'Kingsgate Films', 'Voltage Pictures']","['CA', 'US']",2012-09-06,19633027.0,121.0,['en'],Released,The Company You Keep,6.1,410.0
5468,0.0,"['Comedy', 'Drama', 'History']",87504.0,tt1477855,en,Hyde Park on Hudson,8.161,"['Free Range Films', 'Daybreak Pictures']",['GB'],2012-12-07,8887603.0,94.0,['en'],Released,Hyde Park on Hudson,5.3,126.0
5471,7000000.0,['Horror'],79316.0,tt2752758,en,Devil's Due,8.14,"['TSG Entertainment', 'Davis Entertainment', '20th Century Fox']",['US'],2014-01-08,36433975.0,89.0,['en'],Released,Devil's Due,4.5,326.0
5475,22000000.0,"['Drama', 'Thriller']",38363.0,tt0977855,en,Fair Game,11.279000000000002,"['River Road Entertainment', 'Participant Media']","['US', 'AE']",2010-05-20,24188922.0,108.0,['en'],Released,Fair Game,6.6,435.0
5476,75000000.0,"['Animation', 'Adventure', 'Comedy', 'Family']",431580.0,tt6324278,en,Abominable,26.469,"['DreamWorks Animation', 'Pearl Studio', 'Universal Pictures']","['CN', 'US']",2019-09-19,111615070.0,92.0,['en'],Released,Abominable,7.1,505.0
5478,30000000.0,"['Drama', 'Thriller', 'Mystery', 'Action']",87516.0,tt1321511,en,Oldboy,13.241,"['40 Acres & A Mule Filmworks', 'Vertigo Entertainment', 'Good Universe', 'OB Productions']",['US'],2013-11-14,4861022.0,104.0,['en'],Released,Oldboy,5.9,1165.0
5479,4000000.0,"['Romance', 'Drama']",398818.0,tt5726616,en,Call Me by Your Name,20.756,"['La Cinéfacture', 'RT Features', 'Frenesy Film Company', ""Water's End Productions"", 'M.Y.R.A. Entertainment', 'Memento Films International', 'Ministero per i Beni e le Attività Culturali']","['US', 'BR', 'FR', 'IT']",2017-09-01,41063475.0,132.0,"['fr', 'en', 'it']",Released,Call Me by Your Name,8.3,6113.0
5482,25000000.0,"['Action', 'Comedy']",13805.0,tt1213644,en,Disaster Movie,10.809,"['3 in the Box', 'Lionsgate', 'Grosvenor Park Media', 'The Safran Company']",['US'],2008-08-29,14109284.0,87.0,['en'],Released,Disaster Movie,3.1,583.0
5483,18000000.0,"['Action', 'Crime', 'Thriller']",13809.0,tt1032755,en,RockNRolla,13.78,"['StudioCanal', 'Dark Castle Entertainment', 'Toff Guy Films', 'Warner Bros. Pictures']",['GB'],2008-09-04,25739015.0,114.0,"['en', 'ru']",Released,RockNRolla,6.9,1609.0
5484,50000000.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",13811.0,tt0448011,en,Knowing,18.083,"['Summit Entertainment', 'Escape Artists', 'Mystery Clock Cinema', 'Goldcrest Pictures', 'Kaplan/Perrone Entertainment', 'Wintergreen Productions']","['GB', 'US', 'AU']",2009-03-19,155446362.0,121.0,['en'],Released,Knowing,6.0,3059.0
5485,12000000.0,"['Horror', 'Science Fiction']",13812.0,tt1082868,en,Quarantine,12.51,"['Screen Gems', 'Andale Pictures', 'Vertigo Entertainment']",['US'],2008-10-10,40855419.0,89.0,['en'],Released,Quarantine,5.7,678.0
5486,9750000.0,"['Drama', 'Thriller']",13825.0,tt0464041,en,The Lazarus Project,5.994,"['Scion Films', 'Be Good Productions', 'Mandeville Films', 'Inferno Distribution']","['GB', 'US']",2008-10-24,558000.0,99.0,['en'],Released,The Lazarus Project,6.1,211.0
5487,38000000.0,"['Comedy', 'Romance', 'Drama']",38408.0,tt1055292,en,Life As We Know It,9.732,"['Josephson Entertainment', 'Gold Circle Films']",['US'],2010-10-02,105610124.0,114.0,['en'],Released,Life As We Know It,6.8,1986.0
5490,50000000.0,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",13836.0,tt1075417,en,Race to Witch Mountain,12.123,"['Walt Disney Pictures', 'Gunn Films']",['US'],2009-03-12,106303988.0,98.0,['en'],Released,Race to Witch Mountain,5.6,991.0
5491,150000000.0,"['Action', 'Adventure']",177677.0,tt2381249,en,Mission: Impossible - Rogue Nation,22.003,"['Paramount', 'China Movie Channel', 'Bad Robot', 'TC Productions', 'Alibaba Pictures Group', 'Odin', 'Skydance Media']",['US'],2015-07-23,682330139.0,131.0,"['de', 'en', 'sv']",Released,Mission: Impossible - Rogue Nation,7.1,5760.0
5492,35000000.0,['Comedy'],325133.0,tt4438848,en,Neighbors 2: Sorority Rising,9.228,"['Perfect World Pictures', 'Point Grey Pictures', 'Good Universe', 'Universal Pictures']",['US'],2016-05-04,108758521.0,91.0,['en'],Released,Neighbors 2: Sorority Rising,5.7,3133.0
5493,35000000.0,['Comedy'],87567.0,tt1931435,en,The Big Wedding,12.186,"['Millennium Films', 'Two Ton Films']",['US'],2013-04-25,21819348.0,90.0,"['en', 'es', 'la']",Released,The Big Wedding,5.8,745.0
5497,30000000.0,"['Drama', 'History']",5653.0,tt0309820,en,Luther,7.826,"['Eikon Film', 'Thrivent Financial for Lutherans', 'NFP Teleart Berlin']","['DE', 'US']",2003-10-29,29413900.0,123.0,"['la', 'en']",Released,Luther,6.2,173.0
5498,175000000.0,"['Adventure', 'Science Fiction']",333339.0,tt1677720,en,Ready Player One,28.509,"['Amblin Entertainment', 'De Line Pictures', 'Warner Bros. Pictures', 'Dune Entertainment', 'Farah Films & Management', 'Reliance Entertainment', 'Village Roadshow Pictures']",['US'],2018-03-28,582890172.0,140.0,['en'],Released,Ready Player One,7.6,8478.0
5500,0.0,"['Horror', 'Thriller']",267806.0,tt3704538,en,V/H/S: Viral,7.142,"['Bloody Disgusting', '8383 Productions', 'Divide / Conquer']",['US'],2014-10-23,2756.0,81.0,['en'],Released,V/H/S: Viral,4.4,290.0
5501,0.0,"['Drama', 'Romance']",22051.0,tt1185836,en,Adam,10.79,"['Olympus Pictures', 'Deer Path Productions', 'Northwood Productions', 'Serenade Films', 'Vox3 Films']",['US'],2009-07-07,2550863.0,99.0,['en'],Released,Adam,6.8,260.0
5502,17000000.0,"['Comedy', 'Family', 'Drama']",333348.0,tt2279339,en,Love the Coopers,13.736,"['Imagine Entertainment', 'Groundswell Productions', 'CBS Films', 'Lionsgate']",['US'],2015-11-12,42426912.0,107.0,['en'],Released,Love the Coopers,5.9,452.0
5504,20000000.0,"['Drama', 'Romance']",226857.0,tt2318092,en,Endless Love,14.028,"['Bluegrass Films', 'Fake Empire Productions']",['US'],2014-02-12,34077920.0,103.0,['en'],Released,Endless Love,6.9,1103.0
5508,2000000.0,"['Drama', 'Thriller']",210479.0,tt2692904,en,Locke,8.591000000000001,"['IM Global', 'Shoebox Films']","['GB', 'US']",2014-04-10,4635300.0,85.0,['en'],Released,Locke,6.9,1537.0
